Transaction_ID;Fecha_Venta;Cliente_Nombre;Ciudad_Origen;Categoria_Producto;Unidades_Vendidas;Precio_Unitario_USD;Descuento_Aplicado
TXN-13130;2024/03/12;Edu Corp;Medellín;Electrónica;30;1208.52;0.23
TXN-13131;2025/02/18;Acme sas ;medeLLin;Oficin ;85;1334.29;0.02
tx_ 13132;;Acme SAS;Bogota ;Electrónica;21;232.09;0.29
TXN-13133;2025/05/24;Acme SAS;Bucaramanga;Servicios;24;1364.43;0.13
TXN-13134;2024/01/11;Neo Systems;Bucaramanga;Electrónica;65;1424.51;0.22
TXN-13135;2024/06/25;Tech Corp;Bucaramanga;Oficina;78;1009.43;0.1
TXN-13136;2024/09/06;Tech Corp;Cali;Electrónica;77;999.99;0.28
TXN-13137;2024/05/05;Edu Corp;Cali;Software;32;1314.2;0.25
TXN-13138;2024/01/30;Edu Corp;Cali;Oficina;34;758.61;0.29
TXN-13139;2024/06/20;Acme SAS;Barranquilla;Oficina;45;704.43;0.12
TXN-13140;2025/01/21;Neo Systems;Bogotá;Mobiliario;1;1229.27;0.07
TXN-13141;2025/03/16;Eco Group;Medellín;Electrónica;50;495.09;0.23
TXN-13142;2024/02/28;Neo Systems;Bogotá;Servicios;96;1425.58;0.12
TXN-13143;2025/10/31;Neo Systems;Medellín;Electrónica;28;724.05;0.07
TXN-13144;2024/05/29;Tech Corp;Cali;Software;97;1230.07;0.08
TXN-13145;2026/08/18;Edu Corp;Medellín;Servicios;48;716.3;0.18
TXN-13146;2025/05/14;Neo Systems;Cali;Mobiliario;17;378.24;0.19
TXN-13147;2025/10/30;Global Trade;Barranquilla;Software;30;1408.26;0.3
TXN-13148;2026/08/30;Edu Corp;Bogotá;Oficina;59;1131.59;0.08
TXN-13149;2024/07/19;Global Trade;Bogotá;Software;20;67.54;0.27
TXN-13150;2024/03/19;Eco Group;Cali;Mobiliario;53;1371.92;0.1
TXN-13151;2024/08/12;tech corp; Bogo-ta;Sftware;-77;1317.01;0.28
TXN-13152;2025/05/11;Tech Corp;Cali;Servicios;74;1211.58;0.05
TXN-13153;2025/04/03;Neo Systems;Cali;Electrónica;22;814.0;0.2
TXN-13154;2024/11/26;Neo Systems;Medellín;Oficina;74;292.43;0.03
TXN-13155;2025/03/26;Edu Corp;Cali;Electrónica;97;1010.67;0.2
TXN-13156;2025/09/09;Neo Systems;Bogotá;Mobiliario;69;1263.14;0.11
TXN-13157;2025/09/10;Neo Systems;Cali;Oficina;3;1492.5;0.14
TXN-13158;2025/01/01;Acme SAS;Cali;Mobiliario;87;280.08;0.2
TXN-13159;2024/10/23;Edu Corp;Cali;Oficina;47;935.34;0.08
tx_ 13160;2025/06/26;Acme SAS;medeLLin;Mobiliario;37;859.61;0.23
TXN-13161;2025/06/25;Global Trade;Bucaramanga;Electrónica;86;1186.51;0.21
TXN-13162;2026/01/08;Acme SAS;Cali;Software;16;630.03;0.05
TXN-13163;2026/11/17;Eco Group;Bogotá;Electrónica;13;1112.1;0.13
TXN-13164;2026/09/23;Acme SAS;Medellín;Mobiliario;89;1266.34;0.12
TXN-13165;2024/01/31;Bio Health;Medellín;Oficina;1;173.57;0.18
TXN-13166;2025/07/20;Global Trade;Cali;Mobiliario;8;1165.68;0.21
TXN-13167;2025/12/24;Global Trade;Barranquilla;Mobiliario;39;890.91;0.1
TXN-13168;2025/08/20;Edu Corp;Cali;Electrónica;76;1228.95;0.22
TXN-13169;2025/05/10;Neo Systems;Bucaramanga;Servicios;63;1140.46;0.22
TXN-13170;2026/01/25;Global Trade;Cali;Oficina;32;1281.24;0.14
TXN-13171;2024/03/22;Acme SAS;Medellín;Servicios;61;1443.06;0.2
tx_ 13172;2025/05/28;Global Trade;bogota;Sftware;52;496.86;0.08
TXN-13173;2025/03/30;Global Trade;Bucaramanga;Servicios;66;774.86;0.06
TXN-13174;2026/06/06;Global Trade;Medellín;Electrónica;17;734.79;0.27
TXN-13175;2025/06/13;Global Trade;Cali;Software;67;136.28;0.07
TXN-13176;2024/12/04;Eco Group;Bogotá;Software;66;1025.9;0.3
TXN-13177;2024/08/25;Acme SAS;Bogotá;Mobiliario;60;292.97;0.08
TXN-13178;2026/04/01;Eco Group;Bucaramanga;Software;53;950.66;0.06
TXN-13179;2025/11/14;Bio Health;Medellín;Software;32;93.44;0.26
TXN-13180;2024/08/01;Acme SAS;Barranquilla;Oficina;48;970.93;0.07
TXN-13181;2026/03/14;Global Trade;Cali;Software;31;85.39;0.06
TXN-13182;2025/05/15;Acme SAS;Bogotá;Software;22;1219.47;0.2
TXN-13183;2026/12/30;Neo Systems;Bucaramanga;Mobiliario;3;804.4;0.24
TXN-13184;2026/12/03;Neo Systems;Bucaramanga;Electrónica;26;1058.66;0.25
TXN-13185;2024/07/06;Eco Group;Medellín;Electrónica;41;484.56;0.15
TXN-13186;2024/07/30;Bio Health;Medellín;Electrónica;93;218.52;0.13
TXN-13187;2025/02/16;Edu Corp;Medellín;Software;92;530.89;0.0
TXN-13188;2025/03/28;Tech Corp;Bucaramanga;Oficina;52;493.73;0.19
TXN-13189;2024/06/06;Neo Systems;Cali;Software;93;1012.47;0.21
TXN-13190;2024/01/24;Global Trade;Cali;Servicios;29;968.31;0.25
TXN-13191;2026/09/13;Tech Corp;Medellín;Software;75;372.26;0.11
tx_ 13192;2024/04/03;Acme sas ;Barranqilla;Servicios;70;250.18;0.04
TXN-13193;2025/12/21;Acme SAS;Bogotá;Mobiliario;98;558.12;0.22
TXN-13194;2024/08/15;Neo Systems;Bucaramanga;Mobiliario;39;1159.33;0.19
TXN-13195;2024/06/22;Acme SAS;Bucaramanga;Mobiliario;20;1075.0;0.02
TXN-13196;2026/07/28;Eco Group;Medellín;Software;14;418.66;0.11
TXN-13197;2026/10/18;Neo Systems;Bogotá;Servicios;65;627.74;0.26
TXN-13198;29-11-2026;Eco Group;BGA;Software;4;140,63;0.17
TXN-13199;2025/10/30;Tech Corp;Barranquilla;Electrónica;99;1183.36;0.18
TXN-13200;2024/08/01;Edu Corp;Medellín;Electrónica;23;1316.25;0.1
TXN-13201;2025/08/08;Edu Corp;Bucaramanga;Oficina;64;863.45;0.14
TXN-13202;2025/09/19;Neo Systems;Medellín;Software;36;797.11;0.16
TXN-13203;2024/04/26;Tech Corp;Medellín;Software;86;842.34;0.23
TXN-13204;2025/11/19;Acme SAS;Bogotá;Software;99;467.21;0.1
TXN-13205;2024/12/26;Acme SAS;Bogotá;Mobiliario;59;1177.63;0.27
TXN-13206;2025/02/06;Edu Corp;Medellín;Mobiliario;68;1219.82;0.06
TXN-13207;2025/07/23;Bio Health;Bucaramanga;Mobiliario;32;925.91;0.22
TXN-13208;2025/12/31;Edu Corp;Medellín;Oficina;2;294.45;0.05
TXN-13209;2026/01/29;Neo Systems;Barranquilla;Oficina;73;928.94;0.08
TXN-13210;2026/06/13;Bio Health;Barranquilla;Software;68;385.41;0.07
TXN-13211;2025/06/27;Tech Corp;Medellín;Electrónica;41;14.54;0.14
TXN-13212;2024/05/19;Global Trade;Medellín;Servicios;90;1233.41;0.16
TXN-13213;2024/09/05;Neo Systems;Cali;Electrónica;95;1383.84;0.15
TXN-13214;2024/05/13;Bio Health;Medellín;Mobiliario;25;181.65;0.02
TXN-13215;2026/09/11;Global Trade;Medellín;Mobiliario;27;1255.28;0.29
TXN-13216;2024/02/10;tech corp;Bucaramanga;Electrónica;69;1383,18;0.07
TXN-13217;2025/07/20;Acme SAS;Medellín;Mobiliario;86;1358.0;0.16
TXN-13218;2024/05/02;Edu Corp;Medellín;Software;75;1192.05;0.24
TXN-13219;2024/11/17;Eco Group;Cali;Oficina;93;1142.39;0.28
TXN-13220;2025/07/13;Eco Group;Cali;Mobiliario;52;669.96;0.05
TXN-13221;2024/01/30;Eco Group;Barranquilla;Mobiliario;2;448.98;0.16
TXN-13222;2024/12/17;Neo Systems;Barranquilla;Mobiliario;93;298.27;0.13
TXN-13223;2024/02/17;Eco Group;Bogotá;Electrónica;63;136.73;0.04
TXN-13224;2025/10/01;Bio Health;Barranquilla;Servicios;-89;446.66;0.08
TXN-13225;2026/05/10;Eko Group;Bucaramanga;Software;49;670.41;0.24
TXN-13226;2025/08/29;Edu Corp;Bogotá;Software;77;1258.24;0.19
TXN-13227;2026/01/22;Neo Systems;Bogotá;Oficina;69;66.61;0.02
TXN-13228;2026/04/07;Neo Systems;Medellín;Software;36;142.08;0.21
TXN-13229;2025/11/13;Global Trade;Barranquilla;Servicios;9;110.56;0.04
TXN-13230;2024/09/24;Eco Group;Cali;Electrónica;45;1199.16;0.12
TXN-13231;2024/01/07;Bio Health;Cali;Software;97;883.29;0.25
TXN-13232;2025/10/07;Neo Systems;Medellín;Software;22;1050.74;0.2
TXN-13233;2025/03/23;Tech Corp;Bogotá; Servicios ;15;1419,28;0.22
TXN-13234;2026/07/06;Acme SAS;Medellín;Oficina;1;153.46;0.11
TXN-13235;2024/02/05;Tech Corp;Bucaramanga;Mobiliario;62;1192.97;0.17
TXN-13236;2025/05/23;Neo Systems;Bogotá;Software;96;355.92;0.2
TXN-13237;2024/03/10;Acme SAS;Bucaramanga;Servicios;42;639.21;0.07
TXN-13238;2026/10/28;Bio Health;Cali;Electrónica;39;466.32;0.2
TXN-13239;2026/07/25;Bio Health;Cali;Mobiliario;9;181.17;0.22
TXN-13240;2025/02/05;Eco Group;Barranquilla;Software;23;177.72;0.25
TXN-13241;2026/01/29;Edu Corp;Medellín;Servicios;56;1486.89;0.2
TXN-13242;2024/07/26;Eco Group;Barranquilla;Servicios;71;433.06;0.04
TXN-13243;2026/05/30;Acme SAS;Barranquilla;Oficina;50;218.78;0.25
TXN-13244;2024/10/08;Neo Systems;Bucaramanga;Electrónica;86;173.68;0.23
TXN-13245;04-10-2026;EduCorp; Bogo-ta;Oficin ;83;890,9;0.04
TXN-13246;2025/08/15;Eco Group;Medellín;Electrónica;90;992.91;0.26
TXN-13247;2025/05/03;Bio Health;Bogotá;Mobiliario;90;530.7;0.01
TXN-13248;2025/04/19;Acme SAS;Medellín;Oficina;24;636.05;0.02
TXN-13249;2026/02/07;Edu Corp;Bucaramanga;Software;87;206.08;0.28
TXN-13250;2026/04/11;Global Trade;Bucaramanga;Servicios;73;643.11;0.09
TXN-13251;2024/05/15;Neo Systems;Medellín;Software;98;1055.14;0.17
TXN-13252;2026/05/29;Bio Health;Cali;Electrónica;70;1419.38;0.09
TXN-13253;2024/08/25;Tech Corp;Medellín;Mobiliario;45;1259.12;0.08
TXN-13254;2026/10/18;Edu Corp;Barranquilla;Servicios;87;614.29;0.19
TXN-13255;2024/07/18;Acme SAS;Medellín;Software;35;1366.98;0.09
TXN-13256;2025/12/23;Eco Group;Medellín;Servicios;89;500.45;0.16
TXN-13257;2025/04/05;Neo Systems;Barranquilla;Software;83;733.58;0.11
TXN-13258;2026/08/02;Global Trade;Bogotá;Servicios;19;1469.91;0.27
TXN-13259;2026/01/17;Eco Group;Bogotá;Mobiliario;35;1185.86;0.27
TXN-13260;2025/07/22;Acme SAS;Medellín;Oficina;-82;391.97;0.25
TXN-13261;2024/09/14;Global Trade;Bogotá;Electrónica;13;240.52;0.21
TXN-13262;2026/06/06;Neo Systems;Bucaramanga;Electrónica;4;527.75;0.09
TXN-13263;2024/11/03;Acme SAS;Bogotá;Software;81;726.34;0.08
TXN-13264;2026/04/29;Acme SAS;Medellín;Mobiliario;57;1040.81;0.16
TXN-13265;2025/03/04;Neo Systems;Barranquilla;Servicios;8;212.36;0.27
TXN-13266;2025/09/02;Global Trade;Medellín;Mobiliario;14;496.83;0.25
TXN-13267;2025/09/04;Eco Group;Cali;Software;47;107.72;0.01
TXN-13268;2025/02/12;Neo Systems;Bucaramanga;Servicios;97;204.67;0.13
TXN-13269;2025/03/31;Tech Corp;Bogotá;Electrónica;43;10.45;0.25
TXN-13270;2025/09/17;Neo Systems;Barranquilla;Electrónica;84;187.06;0.11
TXN-13271;2025/07/05;Acme SAS;Barranquilla;Oficina;6;404.46;0.05
TXN-13272;2025/01/23;Edu Corp;Barranquilla;Electrónica;50;110.65;0.01
TXN-13273;2024/02/12;Neo Systems;Bogotá;Oficina;1;73.1;0.13
TXN-13274;2025/02/02;Bio Health;Cali;Electrónica;41;75.45;0.28
TXN-13275;2025/07/14;Acme SAS;Cali;Oficina;31;1188.96;0.23
TXN-13276;2025/09/12;Eco Group;Bogotá;Software;55;872.65;0.28
TXN-13277;2024/10/08;Tech Corp;Bucaramanga;Electrónica;24;1241.68;0.16
TXN-13278;2024/09/20;Tech Corp;Medellín;Mobiliario;27;1160.89;0.02
TXN-13279;2025/08/19;Tech Corp;Medellín;Software;49;887.52;0.19
TXN-13280;2026/11/10;Eco Group;Medellín;Software;16;1337.82;0.0
TXN-13281;2024/09/12;Bio Health;Medellín;Mobiliario;6;104.55;0.04
TXN-13282;2026/07/24;Acme SAS;Bucaramanga;Electrónica;67;480.42;0.16
TXN-13283;2024/06/11;Edu Corp;Bogotá;Mobiliario;65;1035.93;0.23
TXN-13284;2026/09/11;Eco Group;Cali;Mobiliario;38;899.42;0.05
TXN-13285;2024/03/29;Edu Corp;Cali;Mobiliario;56;1132.83;0.18
TXN-13286;2024/10/19;Eco Group;Cali;Software;33;1250.0;0.15
TXN-13287;2025/09/01;Acme SAS;Barranquilla;Software;87;115.42;0.01
TXN-13288;2026/08/24;Bio Health;Medellín;Software;89;1144.14;0.15
TXN-13289;2026/10/25;Tech Corp;Bucaramanga;Mobiliario;37;965.06;0.27
TXN-13290;2026/09/28;Global Trade;Cali;Electrónica;12;982.0;0.29
TXN-13291;2026/06/07;Acme SAS;Cali;Oficina;29;1265.98;0.19
TXN-13292;2026/06/28;Edu Corp;Cali;Mobiliario;26;1021.52;0.16
TXN-13293;2025/02/07;Bio Health;Barranquilla;Electrónica;94;594.87;0.14
TXN-13294;2026/12/13;Eco Group;Bogotá;Servicios;16;921.46;0.12
TXN-13295;2024/03/16;Global Trade;Barranquilla;Software;35;675.22;0.17
TXN-13296;2024/12/25;Global Trade;Cali;Software;93;1243.43;0.02
TXN-13297;2026/09/05;Eco Group;Bucaramanga;Electrónica;20;404.37;0.03
TXN-13298;2025/04/06;Tech Corp;Bucaramanga;Oficina;81;106.65;0.14
TXN-13299;2025/09/01;Tech Corp;Cali;Software;87;830.1;0.1
TXN-13300;2025/11/16;Neo Systems;Bucaramanga;Mobiliario;66;865.95;0.05
TXN-13301;25-01-2024;Eko Group;bogota;Servicios;-22;530,37;N/A
TXN-13302;2025/05/27;Tech Corp;Medellín;Oficina;17;280.01;0.14
TXN-13303;2025/12/05;Edu Corp;Bucaramanga;Servicios;42;1445.02;0.13
TXN-13304;;Eco Group;BGA;Oficina;-23;374.28;0.18
TXN-13305;2026/01/20;Edu Corp;Barranquilla;Software;40;779.4;0.18
TXN-13306;01-04-2024;Acme SAS;Barranqilla;Software;80;344.65;0.16
TXN-13307;2025/12/04;Eco Group;Medellín;Software;58;495.93;0.08
TXN-13308;2026/02/13;Bio Health;Cali;Mobiliario;19;174.24;0.23
TXN-13309;2026/08/14;Global Trade;Barranquilla;Oficina;35;170.93;0.28
TXN-13310;2024/04/01;Eco Group;Barranquilla;Oficina;100;309.45;0.14
TXN-13311;2026/04/19;Eco Group;Medellín;Software;97;896.46;0.24
TXN-13312;2026/03/29;Eco Group;Barranqilla;Oficin ;99;1305,69;0.03
TXN-13313;2025/07/05;Tech Corp;Bucaramanga;Software;88;996.39;0.27
TXN-13314;2025/06/09;Global Trade;Barranquilla;Servicios;54;572.11;0.07
TXN-13315;2024/07/28;Eco Group;Barranquilla;Software;24;944.12;0.3
TXN-13316;2024/06/17;Neo Systems;Barranquilla;Software;47;579.83;0.27
TXN-13317;2025/03/31;Global Trade;Barranquilla;Oficina;89;1132.19;0.23
TXN-13318;2024/07/07;Edu Corp;Cali;Software;61;846.18;0.22
TXN-13319;2026/10/17;Acme SAS;Bogotá;Servicios;30;199.11;0.11
TXN-13320;;N3o Systems; Bogo-ta;Software;-77;483,58;0.24
TXN-13321;2024/06/18;Tech Corp;Cali;Oficina;1;1110.55;0.09
TXN-13322;2025/01/18;Edu Corp;Bucaramanga;Servicios;48;329.4;0.14
TXN-13323;2024/12/22;Neo Systems;Medellín;Mobiliario;59;1474.04;0.23
TXN-13324;2025/09/01;Global Trade;Bogotá;Electrónica;13;847.92;0.19
TXN-13325;2024/09/24;Bio Health;Bucaramanga;Mobiliario;31;61.19;0.27
TXN-13326;2024/04/21;Eco Group;Bucaramanga;Servicios;10;91.2;0.21
TXN-13327;2024/07/06;Edu Corp;Bucaramanga;Electrónica;18;53.34;0.21
tx_ 13328;16-03-2026;Tech Corp;medeLLin;Mobilia;27;1073.41;0.01
TXN-13329;2025/10/28;Bio Health;Cali;Electrónica;89;104.69;0.19
TXN-13330;2026/07/20;Global Trade;Bucaramanga;Software;37;1489.54;0.11
TXN-13331;2025/03/01;Edu Corp;Cali;Software;64;978.95;0.24
TXN-13332;2026/03/12;Bio Health;Bogotá;Electrónica;64;47.84;0.25
TXN-13333;2024/11/01;Eco Group;Medellín;Software;79;108.64;0.22
TXN-13334;2025/04/19;Acme SAS;Bogotá;Servicios;49;932.54;0.01
TXN-13335;2025/04/09;Tech Corp;Bucaramanga;Oficina;41;990.19;0.0
TXN-13336;2024/12/04;Acme SAS;Cali;Servicios;96;1036.24;0.22
TXN-13337;2024/09/07;Eco Group;Bucaramanga;Software;49;259.0;0.26
TXN-13338;2026/10/26;Tech Corp;Barranquilla;Oficina;93;1180.94;0.03
TXN-13339;2024/02/14;Bio Health;Bucaramanga;Software;31;1034.98;0.1
TXN-13340;2025/06/05;Neo Systems;Barranquilla;Software;51;1191.17;0.12
TXN-13341;2025/01/13;Neo Systems;Cali;Servicios;8;1404.91;0.29
TXN-13342;2025/06/03;Edu Corp;Bogotá;Electrónica;66;1154.54;0.17
TXN-13343;2026/11/03;Acme SAS;Bogotá;Oficina;31;828.77;0.06
TXN-13344;2025/06/12;Edu Corp;Bogotá;Oficin ;54;1242.75;0.26
TXN-13345;2024/03/09;Global Trade;Bucaramanga;Software;99;1312.76;0.08
TXN-13346;2024/02/11;Acme SAS;Cali;Electrónica;48;846.52;0.02
TXN-13347;2026/03/31;Acme SAS;Bogotá;Servicios;52;746.99;0.02
TXN-13348;07-02-2025;Acme sas ;bogota;Oficina;24;15.56;0.04
TXN-13349;15-05-2024;Global Trade;Cali;Servicios;6;264.37;0.24
TXN-13350;2026/02/18;Tech Corp;Barranquilla;Mobiliario;36;1467.05;0.25
TXN-13351;2024/12/19;Neo Systems;Medellín;Servicios;83;1061.67;0.3
TXN-13352;2024/01/24;Acme SAS;Cali;Software;8;1115.98;0.05
TXN-13353;2024/10/17;Global Trade;Medellín;Software;60;1002.71;0.2
TXN-13354;;tech corp;Cali;Electrónica;21;587.55;0.01
TXN-13355;2024/11/22;Bio Health;Medellín;Software;17;181.29;0.05
TXN-13356;2024/05/17;Global Trade;Barranquilla;Mobiliario;38;710.18;0.27
TXN-13357;2025/10/10;Edu Corp;Barranquilla;Servicios;46;888.54;0.05
TXN-13358;08-10-2025;Acme sas ;Barranquilla;Sftware;77;1014.49;0.23
TXN-13359;2025/04/13;Global Trade;Bucaramanga;Oficina;14;1131.04;0.05
TXN-13360;2024/02/13;Global Trade;Barranquilla;Servicios;56;198.38;0.12
TXN-13361;2025/08/05;Edu Corp;Cali;Servicios;74;1368.54;0.28
TXN-13362;2025/08/16;Acme SAS;Bogotá;Servicios;77;930.46;0.09
TXN-13363;2024/01/15;Acme SAS;Bogotá;Software;72;979.78;0.11
TXN-13364;2025/04/23;Neo Systems;Bogotá;Software;37;1221.19;0.0
TXN-13365;2024/05/15;Bio Health;Bogotá; Servicios ;4;39.76;0.17
TXN-13366;2025/02/21;Bio Health;Cali;Servicios;70;719.12;0.28
TXN-13367;2025/01/21;Global Trade;Bucaramanga;Servicios;21;997.57;0.07
TXN-13368;2026/04/30;Eco Group;Bucaramanga;Mobiliario;82;361.17;0.28
TXN-13369;2026/12/08;Bio Health;Cali;Electrónica;27;790.74;0.02
TXN-13370;2024/04/23;Bio Health;Barranqilla;Oficina;48;979.98;0.26
TXN-13371;2026/09/26;Neo Systems;Bogotá;Software;47;829.56;0.17
TXN-13372;2025/01/04;Tech Corp;Barranquilla;Mobiliario;96;1450.99;0.07
TXN-13373;2026/04/27;Tech Corp;Barranquilla;Servicios;1;1189.61;0.02
TXN-13374;2026/06/06;Eco Group;Barranquilla;Electrónica;10;544.17;0.14
TXN-13375;2026/01/15;EduCorp;Bucaramanga;Electrónica;96;1248.87;0.17
TXN-13376;2026/09/30;Acme SAS;Bogotá;Oficina;28;1056.97;0.16
TXN-13377;2025/05/05;Neo Systems;Barranquilla;Software;17;286.28;0.18
TXN-13378;2025/06/02;Eco Group;Bogotá;Servicios;51;561.87;0.22
TXN-13379;2025/08/31;Global Trade;Medellín;Electrónica;9;959.64;0.03
TXN-13380;2024/05/28;Tech Corp;Bucaramanga;Mobiliario;23;1093.59;0.08
TXN-13381;2026/07/10;Eco Group;Cali;Electrónica;23;849.97;0.23
TXN-13382;2026/05/21;tech corp;Bogotá;electronica;17;1104.06;0.04
TXN-13383;2024/05/10;Neo Systems;Bucaramanga;Electrónica;98;241.88;0.24
TXN-13384;2026/03/17;Tech Corp;Bucaramanga;Electrónica;70;1077.15;0.26
TXN-13385;2025/06/18;Eco Group;Barranquilla;Oficina;38;650.39;0.17
TXN-13386;2025/10/24;Tech Corp;Bucaramanga;Servicios;55;697.21;0.18
TXN-13387;2025/05/24;Global Trade;Medellín;Servicios;52;907.53;0.05
TXN-13388;2024/01/12;Bio Health;Medellín;Software;16;1388.17;0.17
TXN-13389;2026/11/05;Edu Corp;Cali;Electrónica;14;1443.1;0.04
TXN-13390;2026/06/19;Global Trade;Bogotá;Oficina;24;330.42;0.11
TXN-13391;2024/07/02;Tech Corp;Medellín;Servicios;58;853.59;0.2
TXN-13392;2024/08/27;Acme SAS;Barranquilla;Mobiliario;2;1027.34;0.29
TXN-13393;2025/04/08;Neo Systems;Bogotá;Electrónica;29;345.49;0.12
TXN-13394;2026/09/01;Neo Systems;Bogotá;Mobiliario;73;734.31;0.0
TXN-13395;2026/07/10;Acme SAS;Bucaramanga;Software;20;147.57;0.26
TXN-13396;2026/01/13;Bio Health;Cali;Mobiliario;99;752.3;0.07
TXN-13397;2024/12/14;Eco Group;Bogotá;Mobiliario;15;1080.33;0.13
TXN-13398;2026/08/25;Global Trade;Cali;Mobiliario;54;1395.41;0.04
TXN-13399;2026/01/15;Global Trade;Bogotá;Servicios;75;1378.85;0.23
TXN-13400;2026/11/30;Eco Group;Medellín;Mobiliario;92;1164.68;0.06
TXN-13401;2025/01/08;Global Trade;Cali;Oficina;28;1471.06;0.04
TXN-13402;2024/09/26;Global Trade;Medellín;Servicios;94;1178.81;0.08
TXN-13403;2025/09/20;Acme SAS;Bogotá;Software;1;1056.46;0.08
TXN-13404;2024/11/19;Edu Corp;Bogotá;Servicios;2;702.43;0.25
TXN-13405;2026/06/19;Edu Corp;Medellín;Software;86;1489.79;0.28
TXN-13406;2024/01/15;Bio Health;Bucaramanga;Servicios;32;631.87;0.16
TXN-13407;2025/04/01;Global Trade;Bucaramanga;Electrónica;46;1405.11;0.24
TXN-13408;;N3o Systems;Bogota ;Oficin ;83;1101.62;0.03
TXN-13409;2026/06/01;Neo Systems;Barranquilla;Mobiliario;59;1203.5;0.09
TXN-13410;2025/03/15;Bio Health;Medellín;Oficina;7;1140.15;0.18
TXN-13411;2024/12/07;Global Trade;Bogotá;Electrónica;2;544.74;0.11
TXN-13412;2025/09/01;Bio Health;Cali;Mobiliario;39;991.17;0.25
tx_ 13413;2026/05/14;Acme sas ;Medellín;Mobiliario;94;1187.97;0.28
TXN-13414;2026/10/20;N3o Systems;cali;Mobiliario;67;478.28;0.01
TXN-13415;2025/05/09;Bio Health;Medellín;Oficina;95;1290.35;0.23
TXN-13416;2025/11/20;Acme SAS;Bucaramanga;Mobiliario;33;445.76;0.25
TXN-13417;2024/08/09;Acme SAS;Medellín;Software;50;422.3;0.08
TXN-13418;2025/12/20;Tech Corp;Bogotá;Oficina;14;166.75;0.26
TXN-13419;2025/09/07;Bio Health;Bucaramanga;Servicios;57;1179.25;0.22
TXN-13420;2025/08/12;Bio Health;Medellín;Mobiliario;41;1118.92;0.19
TXN-13421;2026/06/03;Global Trade;Bucaramanga;Servicios;62;156.8;0.07
TXN-13422;2025/06/01;Edu Corp;Cali;Mobiliario;51;459.14;0.17
TXN-13423;2024/02/20;Global Trade;Barranquilla;Oficina;7;773.24;0.22
TXN-13424;2026/03/04;Eco Group;Cali;Oficina;68;302.36;0.03
tx_ 13425;04-02-2026;Neo Systems;Bucaramanga;Servicios;6;29.78;N/A
TXN-13426;2024/08/03;Tech Corp;Bogotá;Servicios;18;423.5;0.08
TXN-13427;2026/01/31;Edu Corp;Bogotá;Oficina;72;1458.95;0.3
TXN-13428;2026/06/28;Eco Group;Cali;Electrónica;48;306.15;0.21
TXN-13429;2025/09/19;Bio Health;Medellín;Servicios;38;732.21;0.1
TXN-13430;2024/01/29;Acme SAS;Medellín;Software;88;123.17;0.07
TXN-13431;2024/01/15;Neo Systems;Medellín;Mobiliario;47;954.55;0.2
TXN-13432;2025/09/06;Tech Corp;Barranquilla;Software;53;221.27;0.23
TXN-13433;2024/07/21;Eco Group;Bucaramanga;Electrónica;70;265.43;0.04
TXN-13434;2024/08/17;Acme SAS;Cali;Software;44;734.62;0.14
TXN-13435;2024/02/18;Eko Group;Bucaramanga;electronica;41;1202.67;0.22
TXN-13436;2025/11/28;Neo Systems;Bucaramanga;Electrónica;75;1029.8;0.21
TXN-13437;2024/08/30;Edu Corp;Bucaramanga;Electrónica;62;377.19;0.13
TXN-13438;2025/09/01;Bio Health;Bogotá;Oficina;89;70.87;0.22
TXN-13439;2024/12/10;Bio Health;Cali;Servicios;12;310.73;0.2
TXN-13440;2024/02/03;Edu Corp;Bucaramanga;Electrónica;30;884.8;0.12
TXN-13441;2024/05/16;Neo Systems;Cali;Software;93;297.69;0.09
TXN-13442;2026/05/04;Tech Corp;Medellín;Mobiliario;75;141.54;0.25
TXN-13443;2024/01/22;Edu Corp;Medellín;Electrónica;7;853.74;0.06
TXN-13444;26-06-2024;Eco Group;Barranqilla;Electrónica;96;1499.84;0.01
TXN-13445;2024/08/25;Global Trade;Medellín;Oficina;14;974.38;0.24
TXN-13446;2024/07/26;Edu Corp;Medellín;Oficina;48;67.69;0.01
TXN-13447;2024/10/10;Acme SAS;Barranquilla;Mobiliario;76;151.06;0.26
TXN-13448;2024/03/23;Acme SAS;Barranquilla;Servicios;8;1348.23;0.12
TXN-13449;2026/10/29;Tech Corp;Barranquilla;Servicios;32;662.81;0.07
TXN-13450;2026/02/03;Neo Systems;Bogotá;Mobiliario;9;554.07;0.29
TXN-13451;2025/01/29;Edu Corp;Medellín;Mobiliario;29;324.32;0.09
TXN-13452;2026/10/03;Bio Health;Bucaramanga;Software;100;1205.93;0.12
TXN-13453;2024/07/07;Edu Corp;Cali;Servicios;50;1054.04;0.05
TXN-13454;2024/03/23;Neo Systems;Cali;Electrónica;27;638.14;0.23
TXN-13455;2026/05/27;Acme SAS;Cali;Software;34;1486.45;0.11
TXN-13456;2024/02/29;Tech Corp;Cali;Software;50;1239.22;0.28
TXN-13457;2026/03/18;Bio Health;Cali;Electrónica;19;755.79;0.01
TXN-13458;2024/08/09;Edu Corp;Bucaramanga;Mobiliario;55;574.45;0.22
TXN-13459;2026/01/02;Global Trade;Bucaramanga;Electrónica;64;539.01;0.18
TXN-13460;13-07-2026;Global Trade;Bucaramanga;Oficin ;3;70.38;0.23
TXN-13461;2025/12/23;Neo Systems;Medellín;Software;24;497.88;0.17
